doctor_name,gender,specialty,experience,availability,hospital,city,latitude,longitude,emergency_available
Dr. Bilal Hussain,Male,Pediatrician,16 years,Everyday,Chest Hospital Welisara,,7.02424956235768,79.9029397273021,
Dr. Zain Ahmed,Male,Orthopedic Surgeon,15 years,Tue-Thu,Medisi Channel Centre,,6.97437899867492,80.7673680837956,
Dr. Omar Ahmed,Female,Dermatologist,11 years,Everyday,Medisi Channel Centre,,6.97437899867492,80.7673680837956,
Dr. Zain Chaudhry,Male,Pediatrician,8 years,Weekends,Medisi Channel Centre,,6.97437899867492,80.7673680837956,
Dr. Ali Malik,Female,Orthopedic Surgeon,5 years,Weekends,Central Dispensary,,,,
Dr. Amna Ahmed,Female,Neurologist,8 years,Everyday,Central Dispensary,,,,
Dr. Zain Sheikh,Male,Dermatologist,19 years,Weekends,Central Dispensary,,,,
Dr. Omar Raza,Male,Cardiologist,20 years,Tue-Thu,Navvy,,,,
Dr. Bilal Malik,Female,Dermatologist,6 years,Mon-Fri,Navvy,,,,
Dr. Zain Khan,Female,Cardiologist,20 years,Tue-Thu,Navvy,,,,
Dr. Ayesha Chaudhry,Male,Neurologist,18 years,Weekends,Divisional Hospital Adampan,,8.94332895782094,79.9966790767193,
Dr. Ali Khan,Female,Dermatologist,13 years,Weekends,Dissanayake Private Hospital Negombo,,7.20120528467177,79.8536243808856,
Dr. Amna Khan,Male,Dermatologist,8 years,Everyday,Divisional Hospital Bogawanthalawa,Bogawantalawa,6.79487794382413,80.6784720494893,
Dr. Zain Malik,Female,Neurologist,6 years,Weekends,Divisional Hospital - Kolongoda,,7.47156575082829,80.9485961459764,
Dr. Ayesha Malik,Male,Neurologist,9 years,Tue-Thu,Divisional Hospital - Kolongoda,,7.47156575082829,80.9485961459764,
Dr. Amna Ahmed,Female,Cardiologist,16 years,Weekends,Divisional Hospital - Kolongoda,,7.47156575082829,80.9485961459764,
Dr. Fatima Ahmed,Male,Dermatologist,16 years,Everyday,Hingurukaduwa Hospital,,,,
Dr. Ayesha Chaudhry,Male,Dermatologist,10 years,Weekends,Hingurukaduwa Hospital,,,,
Dr. Omar Chaudhry,Female,Neurologist,13 years,Tue-Thu,Hingurukaduwa Hospital,,,,
Dr. Bilal Sheikh,Male,Pediatrician,6 years,Weekends,Rambukkana Hospital,,7.32653284202667,80.3955539836363,
Dr. Amna Chaudhry,Female,Neurologist,5 years,Weekends,Rambukkana Hospital,,7.32653284202667,80.3955539836363,
Dr. Amna Raza,Male,Cardiologist,13 years,Weekends,Base Hospital Mawanella,Mawanella,7.25368102767987,80.4458987954006,yes
Dr. Amna Khan,Male,Cardiologist,7 years,Mon-Fri,Base Hospital Mawanella,Mawanella,7.25368102767987,80.4458987954006,yes
Dr. Ali Sheikh,Female,Pediatrician,13 years,Mon-Fri,Udawalawe Rural Hospital,Udawalawe,6.42528337162508,80.8162355851256,
Dr. Fatima Khan,Female,Orthopedic Surgeon,16 years,Tue-Thu,Udawalawe Rural Hospital,Udawalawe,6.42528337162508,80.8162355851256,
Dr. Sara Hussain,Male,Cardiologist,18 years,Tue-Thu,Leprosy Hospital,,6.98280926542975,79.8755141401184,
Dr. Ali Chaudhry,Female,Dermatologist,10 years,Mon-Fri,Arayampathy hospital,,,,
Dr. Ali Ahmed,Male,Neurologist,15 years,Weekends,Arayampathy hospital,,,,
Dr. Omar Malik,Male,Pediatrician,10 years,Everyday,Arayampathy hospital,,,,
Dr. Fatima Hussain,Male,Cardiologist,5 years,Tue-Thu,Gallealla Divisional Hospital,,,,
Dr. Zain Khan,Male,Cardiologist,20 years,Everyday,Gallealla Divisional Hospital,,,,
Dr. Ayesha Khan,Female,Orthopedic Surgeon,9 years,Tue-Thu,Gallealla Divisional Hospital,,,,
Dr. Bilal Khan,Female,Orthopedic Surgeon,19 years,Weekends,Wariyapola Divisional Hospital,Wariyapola,,,yes
Dr. Sara Raza,Female,Pediatrician,10 years,Tue-Thu,Wariyapola Divisional Hospital,Wariyapola,,,yes
Dr. Fatima Raza,Male,Orthopedic Surgeon,12 years,Tue-Thu,Godahena Rural Hospital,,7.39994247202964,80.57881868065,
Dr. Fatima Raza,Male,Orthopedic Surgeon,20 years,Weekends,Uraniya District Hospital,,7.23629922361187,81.1082276478972,
Dr. Ayesha Raza,Female,Neurologist,10 years,Tue-Thu,Uraniya District Hospital,,7.23629922361187,81.1082276478972,
Dr. Amna Khan,Male,Orthopedic Surgeon,6 years,Mon-Fri,Uraniya District Hospital,,7.23629922361187,81.1082276478972,
Dr. Sara Chaudhry,Male,Pediatrician,18 years,Weekends,Radawana Divisional Hospital,,7.03243633482532,80.1001809964006,
Dr. Ali Hussain,Female,Cardiologist,11 years,Mon-Fri,Radawana Divisional Hospital,,7.03243633482532,80.1001809964006,
Dr. Fatima Chaudhry,Male,Orthopedic Surgeon,8 years,Everyday,Radawana Divisional Hospital,,7.03243633482532,80.1001809964006,
Dr. Ali Hussain,Male,Orthopedic Surgeon,15 years,Everyday,Kurunduwaththa Divisional Hospital,,7.12878044447262,80.5313917770185,
Dr. Amna Ahmed,Female,Orthopedic Surgeon,12 years,Weekends,Asia Hospital,Maharagama,6.84530967592434,79.9292199274172,
Dr. Ali Ahmed,Female,Pediatrician,16 years,Weekends,District Ayurvedic Hospital-Jaffna,,,,
Dr. Ali Ahmed,Male,Dermatologist,17 years,Tue-Thu,District Ayurvedic Hospital-Jaffna,,,,
Dr. Amna Khan,Female,Orthopedic Surgeon,13 years,Weekends,District Ayurvedic Hospital-Jaffna,,,,
Dr. Sara Khan,Male,Neurologist,12 years,Mon-Fri,Thennepanguwa Central Dispensary,,,,
Dr. Amna Malik,Male,Dermatologist,18 years,Weekends,Thennepanguwa Central Dispensary,,,,
Dr. Sara Raza,Female,Pediatrician,9 years,Everyday,Thennepanguwa Central Dispensary,,,,
Dr. Zain Khan,Male,Pediatrician,8 years,Everyday,District Hospital Galagedara,Galagedara,7.37210835088524,80.5243427640876,
Dr. Bilal Raza,Female,Dermatologist,10 years,Weekends,District Hospital Galagedara,Galagedara,7.37210835088524,80.5243427640876,
Dr. Sara Chaudhry,Male,Neurologist,7 years,Everyday,Divisional Hospital Oddusuddan,Oddusuddan,9.16278185123409,80.660476690109,
Dr. Sara Khan,Female,Pediatrician,12 years,Everyday,Divisional Hospital Oddusuddan,Oddusuddan,9.16278185123409,80.660476690109,
Dr. Ali Ahmed,Male,Orthopedic Surgeon,13 years,Tue-Thu,Divisional Hospital Oddusuddan,Oddusuddan,9.16278185123409,80.660476690109,
Dr. Ayesha Malik,Male,Orthopedic Surgeon,13 years,Weekends,Alaveddy Divisional Hospital,,,,
Dr. Sara Sheikh,Male,Dermatologist,19 years,Weekends,Alaveddy Divisional Hospital,,,,
Dr. Fatima Raza,Female,Pediatrician,13 years,Mon-Fri,Deniyaya Hospital,,6.35754527258544,80.5682702231442,
Dr. Ayesha Khan,Female,Cardiologist,6 years,Weekends,Deniyaya Hospital,,6.35754527258544,80.5682702231442,
Dr. Ali Hussain,Female,Orthopedic Surgeon,13 years,Mon-Fri,Deniyaya Hospital,,6.35754527258544,80.5682702231442,
Dr. Fatima Ahmed,Male,Neurologist,14 years,Weekends,Base Hospital,Avissawella,,,
Dr. Sara Malik,Male,Dermatologist,10 years,Weekends,Base Hospital,Avissawella,,,
Dr. Amna Malik,Female,Neurologist,17 years,Weekends,Base Hospital,Avissawella,,,
Dr. Sara Malik,Male,Orthopedic Surgeon,12 years,Weekends,hospital,,,,
Dr. Zain Hussain,Female,Orthopedic Surgeon,19 years,Mon-Fri,hospital,,,,
Dr. Ayesha Raza,Male,Cardiologist,16 years,Weekends,Kandanegedara Hospital,,7.39922271800413,79.9787223579125,
Dr. Ali Sheikh,Male,Pediatrician,11 years,Weekends,Kandanegedara Hospital,,7.39922271800413,79.9787223579125,
Dr. Zain Malik,Male,Orthopedic Surgeon,12 years,Everyday,Kandanegedara Hospital,,7.39922271800413,79.9787223579125,
Dr. Ayesha Khan,Female,Pediatrician,12 years,Everyday,MOH Office - Pujapitiya,,7.38096458595933,80.5907240844606,
Dr. Zain Ahmed,Female,Dermatologist,8 years,Tue-Thu,MOH Office - Pujapitiya,,7.38096458595933,80.5907240844606,
Dr. Amna Sheikh,Female,Neurologist,10 years,Tue-Thu,MOH Office - Pujapitiya,,7.38096458595933,80.5907240844606,
Dr. Zain Malik,Female,Dermatologist,9 years,Everyday,Kandy Nursing Home,,7.29113598110587,80.6448599472113,
Dr. Ayesha Sheikh,Female,Neurologist,13 years,Tue-Thu,Kandy Nursing Home,,7.29113598110587,80.6448599472113,
Dr. Omar Ahmed,Female,Neurologist,16 years,Mon-Fri,Kandy Nursing Home,,7.29113598110587,80.6448599472113,
Dr. Omar Khan,Male,Dermatologist,12 years,Weekends,YMBA Hospital,Kolonnawa,6.9333963536603,79.8944079556999,no
Dr. Amna Malik,Male,Dermatologist,13 years,Weekends,YMBA Hospital,Kolonnawa,6.9333963536603,79.8944079556999,no
Dr. Bilal Ahmed,Male,Dermatologist,19 years,Tue-Thu,Winlanka Hospital,Nugegoda,,,no
Dr. Amna Hussain,Female,Dermatologist,10 years,Tue-Thu,Winlanka Hospital,Nugegoda,,,no
Dr. Fatima Chaudhry,Male,Cardiologist,10 years,Weekends,IDH Hospital,,6.9226176452743,79.9165175722529,
Dr. Omar Malik,Male,Cardiologist,16 years,Tue-Thu,Joseph Fraser Memorial Hospital,,6.89520446330727,79.8652188999075,yes
Dr. Amna Khan,Female,Pediatrician,11 years,Weekends,Joseph Fraser Memorial Hospital,,6.89520446330727,79.8652188999075,yes
Dr. Omar Malik,Female,Dermatologist,17 years,Weekends,Army Base Hospital_Anuradhapura,,,,
Dr. Ali Ahmed,Male,Neurologist,15 years,Mon-Fri,Army Base Hospital_Anuradhapura,,,,
Dr. Zain Khan,Male,Dermatologist,8 years,Tue-Thu,Army Base Hospital_Anuradhapura,,,,
Dr. Amna Hussain,Female,Neurologist,13 years,Tue-Thu,Galenbindunuwewa Hospital,,8.28858614679149,80.7170703783272,
Dr. Omar Raza,Female,Pediatrician,20 years,Mon-Fri,Galenbindunuwewa Hospital,,8.28858614679149,80.7170703783272,
Dr. Ayesha Chaudhry,Male,Neurologist,18 years,Weekends,Asiri Hospital (PVT),Matara,5.9487623693841,80.5385786722566,
Dr. Ayesha Hussain,Male,Neurologist,12 years,Mon-Fri,Asiri Hospital (PVT),Matara,5.9487623693841,80.5385786722566,
Dr. Sara Khan,Female,Cardiologist,18 years,Everyday,Asiri Hospital (PVT),Matara,5.9487623693841,80.5385786722566,
Dr. Sara Khan,Female,Orthopedic Surgeon,8 years,Mon-Fri,Pallekele Ayurveda Hospital,,7.27141453640505,80.7070343903814,no
Dr. Sara Hussain,Female,Pediatrician,6 years,Weekends,Pallekele Ayurveda Hospital,,7.27141453640505,80.7070343903814,no
Dr. Ali Ahmed,Male,Neurologist,9 years,Mon-Fri,Accident Ward,,6.91869969227392,79.8671976996087,yes
Dr. Omar Khan,Female,Cardiologist,20 years,Weekends,Asiri Laboratory,,6.89204171978281,79.9290175882746,
Dr. Omar Raza,Female,Cardiologist,6 years,Tue-Thu,Asiri Laboratory,,6.89204171978281,79.9290175882746,
Dr. Sara Hussain,Female,Dermatologist,18 years,Everyday,Asiri Laboratory,,6.89204171978281,79.9290175882746,
Dr. Amna Ahmed,Female,Pediatrician,19 years,Weekends,Base Hospital- Balangoda,,,,
Dr. Ayesha Sheikh,Female,Pediatrician,11 years,Mon-Fri,Base Hospital- Balangoda,,,,
Dr. Ali Khan,Female,Neurologist,20 years,Everyday,Base Hospital- Balangoda,,,,
Dr. Bilal Sheikh,Male,Orthopedic Surgeon,5 years,Mon-Fri,Meeravodai Rural Hospital,,,,
Dr. Omar Chaudhry,Male,Dermatologist,12 years,Everyday,Meeravodai Rural Hospital,,,,
Dr. Ali Raza,Female,Orthopedic Surgeon,8 years,Weekends,Ginigathhena Diivisional Hospital,,6.99051734740715,80.489326693028,
Dr. Bilal Malik,Female,Dermatologist,6 years,Tue-Thu,Ginigathhena Diivisional Hospital,,6.99051734740715,80.489326693028,
Dr. Fatima Khan,Female,Neurologist,19 years,Mon-Fri,Ginigathhena Diivisional Hospital,,6.99051734740715,80.489326693028,
Dr. Omar Sheikh,Male,Pediatrician,10 years,Mon-Fri,Anamaduwa Hospital,Anamaduwa,,,yes
Dr. Sara Ahmed,Male,Cardiologist,10 years,Mon-Fri,Anamaduwa Hospital,Anamaduwa,,,yes
Dr. Bilal Raza,Male,Neurologist,17 years,Weekends,Northern Central Hospital,,,,
Dr. Zain Malik,Male,Dermatologist,15 years,Everyday,Northern Central Hospital,,,,
Dr. Ayesha Malik,Male,Orthopedic Surgeon,10 years,Tue-Thu,Kings Hospital,Colombo,6.89514252104283,79.8794568197332,yes
Dr. Amna Raza,Female,Orthopedic Surgeon,11 years,Weekends,Suwani Health Care (Pvt) L,,,,
Dr. Amna Chaudhry,Male,Cardiologist,9 years,Everyday,Suwani Health Care (Pvt) L,,,,
Dr. Ali Raza,Female,Dermatologist,10 years,Everyday,Suwani Health Care (Pvt) L,,,,
Dr. Sara Sheikh,Male,Neurologist,10 years,Everyday,Nalanda Hospital,Nalanda,7.66460969809364,80.6368593368131,
Dr. Fatima Hussain,Female,Pediatrician,16 years,Mon-Fri,Nalanda Hospital,Nalanda,7.66460969809364,80.6368593368131,
Dr. Ayesha Malik,Male,Dermatologist,10 years,Weekends,Nalanda Hospital,Nalanda,7.66460969809364,80.6368593368131,
Dr. Zain Hussain,Female,Orthopedic Surgeon,14 years,Mon-Fri,Vavunathivu MOH,,,,
Dr. Zain Malik,Female,Neurologist,11 years,Mon-Fri,Vavunathivu MOH,,,,
Dr. Ali Chaudhry,Male,Dermatologist,16 years,Weekends,Vavunathivu MOH,,,,
Dr. Zain Ahmed,Male,Pediatrician,12 years,Tue-Thu,Mathurata Divisional Hospital,,,,
Dr. Sara Sheikh,Female,Pediatrician,13 years,Weekends,Divisonal Hospital - Veravil,Veravil,,,yes
Dr. Omar Chaudhry,Female,Pediatrician,20 years,Mon-Fri,Karapitiya Teaching Hospital,,,,
Dr. Omar Ahmed,Female,Orthopedic Surgeon,6 years,Mon-Fri,Galgoda Divisional Hospital,,,,
Dr. Omar Raza,Male,Dermatologist,12 years,Tue-Thu,Galgoda Divisional Hospital,,,,
Dr. Omar Sheikh,Male,Neurologist,12 years,Tue-Thu,Kelani Valley Private Hospital,Avissawella,,,
Dr. Amna Khan,Female,Cardiologist,6 years,Everyday,Kelani Valley Private Hospital,Avissawella,,,
Dr. Amna Chaudhry,Male,Neurologist,6 years,Mon-Fri,Primary Medical Care Unit (PMCU) Vaddukoddai,,,,
Dr. Amna Sheikh,Female,Neurologist,13 years,Mon-Fri,Primary Medical Care Unit (PMCU) Vaddukoddai,,,,
Dr. Fatima Hussain,Male,Pediatrician,13 years,Everyday,Chavakachcheri Base Hospital,,9.66163702121415,80.1669593675269,
Dr. Omar Hussain,Female,Cardiologist,5 years,Tue-Thu,Chavakachcheri Base Hospital,,9.66163702121415,80.1669593675269,
Dr. Omar Malik,Female,Neurologist,16 years,Weekends,Government Hospital - Kotmale,,7.06251395617315,80.6854688431634,
Dr. Bilal Ahmed,Male,Orthopedic Surgeon,18 years,Weekends,Government Hospital - Kotmale,,7.06251395617315,80.6854688431634,
Dr. Amna Malik,Female,Neurologist,9 years,Tue-Thu,Rajanganaya Hospital,,,,
Dr. Ayesha Malik,Male,Orthopedic Surgeon,5 years,Mon-Fri,Rajanganaya Hospital,,,,
Dr. Ali Ahmed,Male,Pediatrician,11 years,Everyday,Rajanganaya Hospital,,,,
Dr. Omar Khan,Female,Dermatologist,13 years,Mon-Fri,Haliela Medical Centre,Haliela,,,
Dr. Amna Raza,Female,Neurologist,6 years,Weekends,Haliela Medical Centre,Haliela,,,
Dr. Ali Khan,Female,Pediatrician,20 years,Weekends,Haliela Medical Centre,Haliela,,,
Dr. Zain Malik,Male,Dermatologist,19 years,Mon-Fri,Senapura (Kagama) Rural Hospital,,8.09194359703665,80.4706224760963,
Dr. Ayesha Ahmed,Female,Dermatologist,11 years,Tue-Thu,Palaiyadivaddai first aid Hospital,,,,
Dr. Bilal Malik,Female,Orthopedic Surgeon,10 years,Mon-Fri,Aurvedic Center,,8.32657745820157,80.4113073515557,yes
Dr. Omar Chaudhry,Female,Cardiologist,9 years,Mon-Fri,Siddhalepa,,6.83118533088665,79.8773216975378,
Dr. Ali Ahmed,Male,Dermatologist,6 years,Weekends,Siddhalepa,,6.83118533088665,79.8773216975378,
Dr. Sara Raza,Female,Pediatrician,14 years,Tue-Thu,Medical Officer of Health,,,,
Dr. Omar Ahmed,Male,Dermatologist,10 years,Tue-Thu,Medical Officer of Health,,,,
Dr. Fatima Chaudhry,Female,Cardiologist,17 years,Everyday,Medical Officer of Health,,,,
Dr. Bilal Malik,Female,Cardiologist,10 years,Tue-Thu,Pavatkulam Divisional Hospital,,8.70598874775936,80.4209894555495,
Dr. Ayesha Chaudhry,Female,Neurologist,13 years,Tue-Thu,Pavatkulam Divisional Hospital,,8.70598874775936,80.4209894555495,
Dr. Omar Hussain,Male,Dermatologist,19 years,Mon-Fri,Pavatkulam Divisional Hospital,,8.70598874775936,80.4209894555495,
Dr. Omar Raza,Female,Cardiologist,7 years,Tue-Thu,Dickoya Base Hospital,,6.85489924370711,80.6002985648176,
Dr. Ali Raza,Female,Pediatrician,5 years,Tue-Thu,Kobeigane Base Hospital,,7.65551105837974,80.1257019637263,
Dr. Sara Khan,Female,Cardiologist,6 years,Mon-Fri,Kobeigane Base Hospital,,7.65551105837974,80.1257019637263,
Dr. Ayesha Raza,Female,Dermatologist,14 years,Weekends,Thaldena Dispensary,,7.08773887467868,81.047769734678,
Dr. Fatima Sheikh,Female,Orthopedic Surgeon,8 years,Tue-Thu,Thaldena Dispensary,,7.08773887467868,81.047769734678,
Dr. Ali Malik,Female,Neurologist,9 years,Mon-Fri,Thaldena Dispensary,,7.08773887467868,81.047769734678,
Dr. Ali Sheikh,Female,Dermatologist,16 years,Everyday,Wellawaya Base Hospital,,,,
Dr. Zain Malik,Male,Cardiologist,19 years,Mon-Fri,Eravur Base Hospital,,,,
Dr. Fatima Malik,Female,Cardiologist,14 years,Weekends,Erathna Rural Hospital,,6.83530897579092,80.4075064937427,
Dr. Amna Chaudhry,Female,Pediatrician,7 years,Weekends,Erathna Rural Hospital,,6.83530897579092,80.4075064937427,
Dr. Fatima Raza,Male,Dermatologist,10 years,Weekends,Divisional Hospital A - Dankotuwa,,,,
Dr. Ayesha Raza,Female,Dermatologist,8 years,Mon-Fri,Divisional Hospital A - Dankotuwa,,,,
Dr. Amna Chaudhry,Male,Neurologist,6 years,Everyday,Divisional Hospital A - Dankotuwa,,,,
Dr. Omar Chaudhry,Female,Neurologist,14 years,Weekends,Bemmulla Clinic,,7.12128006605587,80.0260557195047,
Dr. Bilal Hussain,Male,Dermatologist,15 years,Weekends,Bemmulla Clinic,,7.12128006605587,80.0260557195047,
Dr. Ali Khan,Male,Orthopedic Surgeon,9 years,Mon-Fri,Bemmulla Clinic,,7.12128006605587,80.0260557195047,
Dr. Ali Hussain,Male,Cardiologist,15 years,Tue-Thu,Northern Central Hospital,,,,
Dr. Fatima Sheikh,Female,Dermatologist,20 years,Tue-Thu,Dental Institute,Maharagama,6.84571066617218,79.9286111497897,
Dr. Sara Hussain,Female,Neurologist,7 years,Everyday,Negombo General Hospital,Negomno,,,yes
Dr. Amna Hussain,Male,Dermatologist,8 years,Mon-Fri,Negombo General Hospital,Negomno,,,yes
Dr. Zain Khan,Female,Pediatrician,5 years,Mon-Fri,District Hospital,,,,
Dr. Zain Raza,Male,Cardiologist,19 years,Mon-Fri,Chettikulam Hospital,,8.65910121959703,80.3124349246352,
Dr. Omar Hussain,Male,Cardiologist,18 years,Tue-Thu,Chettikulam Hospital,,8.65910121959703,80.3124349246352,
Dr. Bilal Sheikh,Female,Dermatologist,18 years,Mon-Fri,Meegahathenna Hospital,,,,
Dr. Bilal Chaudhry,Male,Pediatrician,19 years,Everyday,Meegahathenna Hospital,,,,
Dr. Ali Ahmed,Female,Orthopedic Surgeon,10 years,Everyday,Meegahathenna Hospital,,,,
Dr. Bilal Malik,Female,Pediatrician,13 years,Tue-Thu,Suwasevana Hospital,,,,
Dr. Bilal Malik,Male,Dermatologist,16 years,Everyday,Suwasevana Hospital,,,,
Dr. Fatima Khan,Male,Pediatrician,11 years,Tue-Thu,Weerapokuna Hospital,,,,
Dr. Fatima Raza,Male,Dermatologist,17 years,Tue-Thu,Weerapokuna Hospital,,,,
Dr. Sara Khan,Female,Cardiologist,14 years,Mon-Fri,Weerapokuna Hospital,,,,
Dr. Fatima Raza,Female,Pediatrician,5 years,Mon-Fri,Medical Center,,6.87404879115442,81.0486571267669,
Dr. Bilal Ahmed,Female,Neurologist,19 years,Tue-Thu,Medical Center,,6.87404879115442,81.0486571267669,
Dr. Amna Khan,Male,Neurologist,12 years,Mon-Fri,Sidha Medicine Teaching Hospital,,9.67042779362444,80.0941831579468,
Dr. Zain Sheikh,Male,Cardiologist,20 years,Everyday,Sidha Medicine Teaching Hospital,,9.67042779362444,80.0941831579468,
Dr. Bilal Hussain,Female,Orthopedic Surgeon,6 years,Weekends,Sidha Medicine Teaching Hospital,,9.67042779362444,80.0941831579468,
Dr. Ayesha Raza,Female,Pediatrician,6 years,Everyday,Army Camp Hospital,,,,
Dr. Bilal Sheikh,Male,Cardiologist,7 years,Mon-Fri,Army Camp Hospital,,,,
Dr. Omar Sheikh,Male,Cardiologist,19 years,Mon-Fri,Army Camp Hospital,,,,
Dr. Bilal Malik,Male,Cardiologist,17 years,Tue-Thu,Puthumandapaththady Hospital,,,,
Dr. Amna Malik,Female,Neurologist,14 years,Mon-Fri,Puthumandapaththady Hospital,,,,
Dr. Bilal Khan,Female,Neurologist,6 years,Tue-Thu,Durdans Hospital,Kollupitiya - Colombo 03,,,yes
Dr. Amna Hussain,Male,Pediatrician,6 years,Tue-Thu,Suwa Bawana Hospital,Gampola,7.16394982054129,80.573530873214,
Dr. Zain Raza,Female,Cardiologist,18 years,Tue-Thu,Suwa Bawana Hospital,Gampola,7.16394982054129,80.573530873214,
Dr. Omar Malik,Female,Cardiologist,5 years,Everyday,Panawala Ayurveda Hospital,,6.88810214147222,80.2723445332133,
Dr. Ali Khan,Male,Pediatrician,14 years,Mon-Fri,Panawala Ayurveda Hospital,,6.88810214147222,80.2723445332133,
Dr. Bilal Raza,Female,Pediatrician,8 years,Weekends,Panawala Ayurveda Hospital,,6.88810214147222,80.2723445332133,
Dr. Amna Chaudhry,Female,Pediatrician,16 years,Weekends,Mirahawaththa hospital,,,,no
Dr. Bilal Khan,Female,Neurologist,10 years,Tue-Thu,Mirahawaththa hospital,,,,no
Dr. Bilal Ahmed,Female,Neurologist,12 years,Everyday,Mahapallegama Government Hospital,,,,
Dr. Sara Hussain,Female,Cardiologist,12 years,Tue-Thu,Kali Kovil,,,,
Dr. Ayesha Malik,Female,Neurologist,6 years,Tue-Thu,Kali Kovil,,,,
Dr. Bilal Sheikh,Male,Dermatologist,20 years,Weekends,Baduraliya Divisional Hospital,,,,
Dr. Ayesha Sheikh,Female,Orthopedic Surgeon,9 years,Weekends,Welikanda,,7.94852562951945,81.2464882303917,
Dr. Omar Ahmed,Female,Neurologist,9 years,Mon-Fri,Vaddukoddai Divisional Hospital,,,,
Dr. Zain Chaudhry,Male,Pediatrician,14 years,Weekends,Vaddukoddai Divisional Hospital,,,,
Dr. Fatima Khan,Male,Neurologist,19 years,Weekends,Joseph Fraser Memorial Hospital,,,,
Dr. Zain Hussain,Female,Orthopedic Surgeon,9 years,Everyday,Joseph Fraser Memorial Hospital,,,,
Dr. Bilal Raza,Female,Dermatologist,8 years,Everyday,Imaduwa Hospital,,6.03783668677096,80.391440983749,
Dr. Fatima Hussain,Female,Dermatologist,18 years,Weekends,Imaduwa Hospital,,6.03783668677096,80.391440983749,
Dr. Ayesha Raza,Female,Cardiologist,13 years,Everyday,Imaduwa Hospital,,6.03783668677096,80.391440983749,
Dr. Ayesha Malik,Male,Dermatologist,7 years,Tue-Thu,Medicare,,6.92157954656628,79.8723121692871,
Dr. Zain Raza,Female,Neurologist,18 years,Weekends,Medicare,,6.92157954656628,79.8723121692871,
Dr. Ali Chaudhry,Male,Cardiologist,10 years,Mon-Fri,Kebitigollewa Hospital,,,,
Dr. Sara Raza,Male,Neurologist,12 years,Tue-Thu,Kebitigollewa Hospital,,,,
Dr. Fatima Malik,Male,Cardiologist,7 years,Mon-Fri,Kebitigollewa Hospital,,,,
Dr. Amna Khan,Male,Cardiologist,5 years,Tue-Thu,New Delmon Hospital,Wellawatte - Colombo 06,6.8708277934029,79.8618453515182,yes
Dr. Omar Malik,Female,Neurologist,7 years,Everyday,New Delmon Hospital,Wellawatte - Colombo 06,6.8708277934029,79.8618453515182,yes
Dr. Sara Raza,Male,Pediatrician,17 years,Weekends,New Delmon Hospital,Wellawatte - Colombo 06,6.8708277934029,79.8618453515182,yes
Dr. Ayesha Chaudhry,Male,Dermatologist,18 years,Weekends,Divisional Hospital Manipay,Jaffna,9.70299542694804,79.992708653005,
Dr. Bilal Ahmed,Male,Pediatrician,15 years,Everyday,Divisional Hospital Manipay,Jaffna,9.70299542694804,79.992708653005,
Dr. Ayesha Sheikh,Female,Cardiologist,9 years,Mon-Fri,Divisional Hospital Manipay,Jaffna,9.70299542694804,79.992708653005,
Dr. Bilal Ahmed,Male,Cardiologist,15 years,Tue-Thu,Aurvadic Hospital,,,,
Dr. Ayesha Malik,Female,Orthopedic Surgeon,12 years,Tue-Thu,Aurvadic Hospital,,,,
Dr. Fatima Ahmed,Female,Orthopedic Surgeon,19 years,Everyday,Sethma Hospital Gampaha,,,,
Dr. Zain Chaudhry,Female,Neurologist,19 years,Mon-Fri,Pahala Giribawa Hospital,,,,
Dr. Zain Sheikh,Female,Pediatrician,10 years,Everyday,Narampanawa Government Hospital,,7.34364122841316,80.7319771740262,
Dr. Ali Chaudhry,Female,Cardiologist,14 years,Tue-Thu,Narampanawa Government Hospital,,7.34364122841316,80.7319771740262,
Dr. Fatima Sheikh,Male,Pediatrician,14 years,Mon-Fri,Narampanawa Government Hospital,,7.34364122841316,80.7319771740262,
Dr. Bilal Sheikh,Male,Cardiologist,16 years,Tue-Thu,Divisional Hospital,,6.78797075269497,81.011001594398,
Dr. Ali Hussain,Male,Orthopedic Surgeon,6 years,Everyday,Divisional Hospital,,6.78797075269497,81.011001594398,
Dr. Fatima Chaudhry,Female,Neurologist,17 years,Weekends,Divisional Hospital,,6.78797075269497,81.011001594398,
Dr. Amna Malik,Male,Orthopedic Surgeon,10 years,Everyday,Teldeniya District Base Hospital,,7.30773877109294,80.7644416261217,
Dr. Zain Khan,Male,Dermatologist,11 years,Mon-Fri,Hemas Hospital,,6.98873728263018,79.8912100920011,
Dr. Ali Malik,Female,Orthopedic Surgeon,20 years,Tue-Thu,Hemas Hospital,,6.98873728263018,79.8912100920011,
Dr. Ayesha Khan,Male,Cardiologist,9 years,Weekends,Hemas Hospital,,6.98873728263018,79.8912100920011,
Dr. Amna Hussain,Female,Cardiologist,7 years,Tue-Thu,Divisional Hospital Ampan,,,,
Dr. Sara Hussain,Female,Orthopedic Surgeon,20 years,Weekends,Divisional Hospital Ampan,,,,
Dr. Ali Malik,Male,Dermatologist,17 years,Mon-Fri,Divisional Hospital Ampan,,,,
Dr. Bilal Khan,Male,Dermatologist,15 years,Weekends,Tellipalai Co-operative Hospital,,9.77433087119172,80.0311802474669,
Dr. Amna Ahmed,Male,Neurologist,9 years,Everyday,Tellipalai Co-operative Hospital,,9.77433087119172,80.0311802474669,
